applicant_id,score
"346","3.42"
"347","4.8"
"348","2.59"
"349","3.14"
"350","2.65"
"351","8.26"
"352","7.34"
"353","6.3"
"354","2.0"
"355","0.86"
"356","5.09"
"357","8.7"
"358","5.07"
"359","3.13"
"360","1.65"
"361","7.58"
"362","0.46"
"363","1.42"
"364","7.78"
"365","0.73"
"366","8.36"
"367","8.71"
"368","7.7"
"369","0.49"
"370","6.81"
"371","3.94"
"372","4.57"
"373","8.95"
"374","0.8"
"375","8.99"
"376","9.22"
"377","0.92"
"378","5.22"
"379","6.11"
"380","4.43"
"381","3.06"
"382","7.84"
"383","6.44"
"384","3.14"
"385","6.46"
"386","7.33"
"387","4.43"
"388","1.26"
"389","1.31"
"390","6.2"
"391","9.56"
"392","1.48"
"393","1.46"
"394","3.66"
"395","1.5"
"396","0.8"
"397","1.39"
"398","9.22"
"399","8.62"
"400","3.88"
"401","2.5"
"402","3.27"
"403","5.93"
"404","0.01"
"405","3.47"
"406","0.61"
"407","6.56"
"408","5.19"
"409","1.81"
"410","6.33"
"411","2.65"
"412","7.4"
"413","1.19"
"414","3.54"
"415","1.94"
"416","4.02"
"417","4.55"
"418","0.42"
"419","0.96"
"420","2.12"
"421","6.86"
"422","0.71"
"423","8.7"
"424","1.51"
"425","7.23"
"426","6.39"
"427","8.78"
"428","5.16"
"429","4.47"
"430","1.02"
"431","1.6"
"432","6.93"
"433","2.14"
"434","1.89"
"435","9.0"
"436","2.62"
"437","4.86"
"438","1.79"
"439","8.15"
"440","0.1"
"441","6.81"
"442","6.69"
"443","8.34"
"444","6.25"
"445","7.72"
"446","4.87"
"447","5.26"
"448","8.91"
"449","5.97"
"450","8.81"
"451","0.82"
"452","5.85"
"453","4.52"
"454","7.69"
"455","0.49"
"456","3.85"
"457","5.43"
"458","5.1"
"459","8.74"
"460","0.03"
"461","4.01"
"462","3.87"
"463","9.98"
"464","1.97"
"465","9.91"
"466","8.82"
"467","9.48"
"468","7.79"
"469","8.93"
"470","6.65"
"471","8.43"
"472","0.88"
"473","7.32"
"474","5.84"
"475","9.44"
"476","3.07"
"477","7.77"
"478","8.38"
"479","8.24"
"480","4.09"
"481","0.76"
"482","2.64"
"483","6.28"
"484","6.49"
"485","3.17"
"486","0.1"
"487","1.24"
"488","7.99"
"489","4.66"
"490","7.17"
"491","9.36"
"492","4.07"
"493","4.25"
"494","1.04"
"495","4.01"
"496","5.51"
"497","7.9"
"498","4.83"
"499","9.9"
"500","1.58"
"501","8.77"
"502","0.53"
"503","4.11"
"504","5.4"
"505","7.48"
"506","7.94"
"507","7.52"
"508","5.79"
"509","4.35"
"510","2.48"
"511","9.67"
"512","0.29"
"513","2.64"
"514","8.42"
"515","3.26"
"516","9.11"
"517","4.8"
"518","6.12"
"519","8.7"
"520","4.67"
"521","5.72"
"522","0.04"
"523","9.78"
"524","5.86"
"525","7.37"
"526","3.88"
"527","3.56"
"528","4.93"
"529","3.74"
"530","3.39"
"531","5.24"
"532","2.02"
"533","8.16"
"534","1.36"
"535","6.11"
"536","4.13"
"537","3.1"
"538","3.44"
"539","4.86"
"540","0.65"
"541","6.5"
"542","7.22"
"543","9.95"
"544","7.06"
"545","3.23"
"546","6.71"
"547","9.45"
"548","7.76"
"549","0.94"
"550","0.34"
"551","2.4"
"552","0.1"
"553","2.06"
"554","3.9"
"555","4.44"
"556","9.86"
"557","4.84"
"558","4.41"
"559","4.53"
"560","7.77"
"561","5.61"
"562","9.75"
"563","2.34"
"564","1.93"
"565","6.21"
"566","1.57"
"567","0.15"
"568","5.86"
"569","9.29"
"570","6.63"
"571","2.6"
"572","8.98"
"573","2.38"
"574","5.0"
"575","5.97"
"576","2.6"
"577","3.09"
"578","1.84"
"579","9.52"
"580","8.2"
"581","1.42"
"582","3.66"
"583","6.54"
"584","0.82"
"585","6.0"
"586","3.8"
"587","1.0"
"588","9.18"
"589","0.16"
"590","6.52"
"591","2.31"
"592","5.95"
"593","5.67"
"594","9.34"
"595","0.92"
"596","0.27"
"597","3.67"
"598","9.91"
"599","7.88"
"600","8.54"
"601","0.03"
"602","1.56"
"603","1.19"
"604","5.25"
"605","8.8"
"606","2.83"
"607","6.67"
"608","7.19"
"609","3.05"
"610","7.88"
"611","6.6"
"612","2.78"
"613","9.82"
"614","2.86"
"615","0.16"
"616","3.38"
"617","0.32"
"618","9.53"
"619","8.59"
"620","0.3"
"621","0.49"
"622","9.33"
"623","6.69"
"624","2.59"
"625","0.22"
"626","7.7"
"627","5.0"
"628","3.84"
"629","4.93"
"630","3.79"
"631","3.93"
"632","7.59"
"633","0.68"
"634","3.45"
"635","0.94"
"636","4.78"
"637","2.35"
"638","9.61"
"639","8.03"
"640","4.5"
"641","4.07"
"642","8.85"
"643","4.71"
"644","1.64"
"645","8.73"
"646","1.41"
"647","5.63"
"648","5.55"
"649","4.95"
"650","3.44"
"651","8.64"
"652","9.15"
"653","8.41"
"654","1.93"
"655","8.1"
"656","8.26"
"657","2.29"
"658","0.57"
"659","0.54"
"660","6.69"
"661","8.54"
"662","3.98"
"663","5.33"
"664","1.62"
"665","9.7"
"666","6.36"
"667","0.73"
"668","4.47"
"669","4.2"
"670","7.0"
"671","0.17"
"672","3.26"
"673","0.72"
"674","2.87"
"675","7.81"
"676","4.26"
"677","7.28"
"678","5.18"
"679","0.76"
"680","8.88"
"681","1.1"
"682","2.38"
"683","5.49"
"684","0.63"
"685","6.3"
"686","7.64"
"687","8.79"
"688","8.21"
"689","1.36"
"690","2.96"
"691","9.07"
"692","1.36"
"693","0.08"
"694","3.47"
"695","6.56"
"696","0.33"
"697","8.97"
"698","6.65"
"699","3.83"
"700","6.77"
"701","2.32"
"702","3.76"
"703","9.22"
"704","8.15"
"705","4.66"
"706","2.25"
"707","6.6"
"708","2.81"
"709","6.59"
"710","9.56"
"711","7.98"
"712","2.19"
"713","6.63"
"714","4.05"
"715","9.33"
"716","3.4"
"717","3.45"
"718","0.86"
"719","2.38"
"720","7.16"
"721","8.94"
"722","3.73"
"723","6.87"
"724","7.63"
"725","8.86"
"726","6.66"
"727","7.02"
"728","6.14"
"729","2.72"
"730","3.1"
"731","6.23"
"732","3.9"
"733","9.59"
"734","0.34"
"735","6.1"
"736","5.45"
"737","9.7"
"738","0.94"
"739","0.87"
"740","9.1"
"741","5.9"
"742","3.98"
"743","5.88"
"744","6.52"
"745","9.12"
"746","8.34"
"747","0.84"
"748","6.51"
"749","4.39"
"750","7.67"
"751","3.41"
"752","8.62"
"753","0.93"
"754","5.65"
"755","0.39"
"756","6.32"
"757","6.99"
"758","6.85"
"759","2.33"
"760","8.65"
"761","3.97"
"762","0.73"
"763","3.86"
"764","8.61"
"765","2.54"
"766","8.84"
"767","1.16"
"768","9.79"
"769","0.15"
"770","0.9"
"771","9.61"
"772","1.07"
"773","0.66"
"774","9.67"
"775","5.67"
"776","7.94"
"777","4.57"
"778","9.51"
"779","6.45"
"780","4.03"
"781","8.69"
"782","3.94"
"783","8.19"
"784","5.93"
"785","6.63"
"786","9.32"
"787","8.23"
"788","1.35"
"789","6.72"
"790","8.2"
"791","1.55"
"792","9.27"
"793","1.53"
"794","2.22"
"795","1.42"
"796","7.3"
"797","0.33"
"798","0.86"
"799","0.34"
"800","5.62"
"801","3.92"
"802","9.92"
"803","3.9"
"804","6.41"
"805","2.17"
"806","4.43"
"807","5.01"
"808","4.27"
"809","1.98"
"810","4.02"
"811","9.93"
"812","3.37"
"813","6.92"
"814","0.23"
"815","7.32"
"816","1.77"
"817","0.34"
"818","9.7"
"819","5.65"
"820","1.71"
"821","4.73"
"822","8.16"
"823","8.94"
"824","9.81"
"825","0.91"
"826","1.97"
"827","4.91"
"828","5.38"
"829","7.77"
"830","4.76"
"831","7.93"
"832","5.14"
"833","2.88"
"834","1.61"
"835","9.99"
"836","7.05"
"837","4.57"
"838","2.35"
"839","7.27"
"840","0.45"
"841","3.1"
"842","0.91"
"843","4.19"
"844","1.06"
"845","8.22"
"846","9.87"
"847","2.22"
"848","3.31"
"849","6.44"
"850","7.83"
"851","1.66"
"852","9.05"
"853","4.83"
"854","4.14"
"855","4.54"
"856","3.7"
"857","0.89"
"858","3.25"
"859","8.2"
"860","6.99"
"861","7.92"
"862","0.67"
"863","4.8"
"864","2.66"
"865","4.7"
"866","1.68"
"867","7.63"
"868","7.27"
"869","9.02"
"870","2.69"
"871","2.82"
"872","5.73"
"873","6.76"
"874","5.4"
"875","5.06"
"876","2.42"
"877","4.42"
"878","1.52"
"879","5.14"
"880","0.45"
"881","6.03"
"882","5.86"
"883","9.24"
"884","3.73"
"885","1.24"
"886","2.81"
"887","1.29"
"888","7.73"
"889","1.55"
"890","7.18"
"891","5.82"
"892","9.99"
"893","4.29"
"894","2.73"
"895","3.96"
"896","8.46"
"897","2.39"
"898","8.45"
"899","5.19"
"900","9.21"
"901","3.79"
"902","4.07"
"903","6.26"
"904","1.24"
"905","3.64"
"906","0.44"
"907","4.07"
"908","5.13"
"909","4.61"
"910","2.1"
"911","0.17"
"912","9.83"
"913","9.02"
"914","4.21"
"915","2.6"
"916","1.87"
"917","2.1"
"918","5.2"
"919","4.44"
"920","4.36"
"921","7.76"
"922","2.65"
"923","4.21"
"924","7.8"
"925","1.96"
"926","5.05"
"927","7.65"
"928","7.38"
"929","4.55"
"930","7.7"
"931","8.51"
"932","5.15"
"933","5.39"
"934","2.15"
"935","4.98"
"936","6.71"
"937","0.86"
"938","9.98"
"939","2.62"
"940","3.6"
"941","6.06"
"942","3.77"
"943","6.35"
"944","9.68"
"945","6.12"
"946","5.57"
"947","3.06"
"948","0.3"
"949","0.85"
"950","2.35"
"951","2.03"
"952","7.4"
"953","9.45"
"954","5.72"
"955","4.39"
"956","0.94"
"957","6.5"
"958","8.79"
"959","8.39"
"960","8.72"
"961","6.22"
"962","8.18"
"963","6.36"
"964","8.9"
"965","0.7"
"966","2.55"
"967","0.96"
"968","4.13"
"969","7.31"
"970","7.36"
"971","2.85"
"972","4.14"
"973","0.34"
"974","6.33"
"975","9.09"
"976","1.96"
"977","2.96"
"978","2.23"
"979","7.05"
"980","3.18"
"981","5.53"
"982","8.23"
"983","4.13"
"984","0.24"
"985","0.06"
"986","7.95"
"987","1.48"
"988","5.88"
"989","5.08"
"990","2.6"
"991","9.01"
"992","0.13"
"993","2.13"
"994","5.43"
"995","9.63"
"996","8.02"
"997","5.19"
"998","7.22"
"999","5.05"
"1000","7.15"
