applicant_id,score
"447","4.19"
"448","4.99"
"449","0.07"
"450","9.14"
"451","6.54"
"452","1.52"
"453","3.3"
"454","7.95"
"455","1.88"
"456","7.77"
"457","5.36"
"458","1.47"
"459","8.01"
"460","6.61"
"461","7.66"
"462","0.44"
"463","1.87"
"464","5.15"
"465","3.42"
"466","7.58"
"467","0.08"
"468","4.34"
"469","4.18"
"470","2.37"
"471","8.35"
"472","5.44"
"473","0.67"
"474","9.11"
"475","9.75"
"476","7.38"
"477","7.9"
"478","8.5"
"479","8.52"
"480","3.58"
"481","4.2"
"482","1.85"
"483","0.21"
"484","6.55"
"485","9.16"
"486","7.45"
"487","3.01"
"488","1.36"
"489","3.52"
"490","2.94"
"491","8.58"
"492","3.29"
"493","3.55"
"494","3.11"
"495","8.48"
"496","5.09"
"497","3.43"
"498","2.94"
"499","1.47"
"500","0.57"
"501","2.37"
"502","8.55"
"503","4.24"
"504","3.86"
"505","0.67"
"506","0.86"
"507","3.1"
"508","6.06"
"509","9.02"
"510","5.7"
"511","7.82"
"512","7.84"
"513","2.26"
"514","3.22"
"515","1.74"
"516","3.78"
"517","9.59"
"518","4.67"
"519","6.06"
"520","1.78"
"521","9.45"
"522","0.3"
"523","1.59"
"524","8.53"
"525","0.07"
"526","4.18"
"527","4.62"
"528","5.53"
"529","1.15"
"530","0.26"
"531","3.35"
"532","7.28"
"533","3.86"
"534","8.16"
"535","1.5"
"536","4.79"
"537","8.46"
"538","9.39"
"539","5.39"
"540","8.5"
"541","3.6"
"542","6.49"
"543","2.69"
"544","2.01"
"545","1.62"
"546","9.63"
"547","8.21"
"548","7.84"
"549","5.11"
"550","8.45"
"551","6.8"
"552","7.4"
"553","3.16"
"554","4.71"
"555","9.95"
"556","9.89"
"557","5.48"
"558","4.96"
"559","2.27"
"560","7.19"
"561","9.13"
"562","9.48"
"563","9.82"
"564","6.59"
"565","8.41"
"566","7.01"
"567","4.06"
"568","9.6"
"569","3.31"
"570","4.04"
"571","0.28"
"572","1.81"
"573","3.19"
"574","9.16"
"575","8.48"
"576","0.06"
"577","5.1"
"578","5.39"
"579","8.84"
"580","3.7"
"581","3.37"
"582","4.73"
"583","2.87"
"584","0.26"
"585","5.11"
"586","8.58"
"587","2.67"
"588","2.27"
"589","4.71"
"590","0.5"
"591","6.96"
"592","6.29"
"593","0.68"
"594","9.69"
"595","0.25"
"596","9.91"
"597","4.74"
"598","3.39"
"599","0.82"
"600","8.32"
"601","6.88"
"602","3.02"
"603","0.47"
"604","3.36"
"605","9.91"
"606","6.88"
"607","7.09"
"608","2.55"
"609","0.62"
"610","4.14"
"611","3.34"
"612","1.61"
"613","1.06"
"614","4.54"
"615","6.26"
"616","5.1"
"617","8.2"
"618","4.57"
"619","4.79"
"620","0.28"
"621","0.2"
"622","3.12"
"623","4.58"
"624","7.42"
"625","1.3"
"626","3.65"
"627","4.15"
"628","1.35"
"629","7.4"
"630","7.76"
"631","3.68"
"632","1.42"
"633","7.6"
"634","6.31"
"635","2.87"
"636","9.31"
"637","5.22"
"638","0.83"
"639","3.57"
"640","4.15"
"641","3.68"
"642","9.46"
"643","6.92"
"644","1.96"
"645","1.39"
"646","1.59"
"647","9.0"
"648","6.05"
"649","8.86"
"650","5.14"
"651","9.18"
"652","9.34"
"653","10.0"
"654","6.72"
"655","8.75"
"656","9.49"
"657","4.54"
"658","3.94"
"659","0.98"
"660","3.45"
"661","0.92"
"662","2.29"
"663","7.45"
"664","4.6"
"665","8.52"
"666","4.95"
"667","9.58"
"668","8.86"
"669","7.93"
"670","9.85"
"671","1.74"
"672","8.13"
"673","4.21"
"674","9.57"
"675","5.61"
"676","5.81"
"677","9.78"
"678","6.62"
"679","2.75"
"680","2.25"
"681","1.84"
"682","8.46"
"683","7.67"
"684","7.84"
"685","6.05"
"686","6.47"
"687","1.11"
"688","3.51"
"689","4.21"
"690","0.47"
"691","0.04"
"692","5.96"
"693","7.62"
"694","6.12"
"695","3.14"
"696","1.7"
"697","5.14"
"698","3.45"
"699","4.33"
"700","9.61"
"701","2.85"
"702","1.27"
"703","0.19"
"704","2.92"
"705","9.75"
"706","2.97"
"707","4.05"
"708","4.81"
"709","6.15"
"710","4.49"
"711","6.22"
"712","4.07"
"713","4.11"
"714","5.1"
"715","4.98"
"716","4.11"
"717","4.84"
"718","4.01"
"719","9.49"
"720","7.45"
"721","1.15"
"722","3.1"
"723","5.44"
"724","4.69"
"725","2.57"
"726","9.68"
"727","2.68"
"728","8.44"
"729","7.5"
"730","8.22"
"731","9.41"
"732","2.63"
"733","7.29"
"734","7.3"
"735","3.5"
"736","6.6"
"737","4.82"
"738","9.64"
"739","3.65"
"740","1.99"
"741","5.29"
"742","9.07"
"743","4.5"
"744","2.0"
"745","9.73"
"746","1.58"
"747","4.64"
"748","6.34"
"749","0.3"
"750","1.76"
"751","0.35"
"752","7.76"
"753","7.6"
"754","2.95"
"755","4.11"
"756","7.7"
"757","4.08"
"758","1.27"
"759","9.38"
"760","8.97"
"761","0.37"
"762","7.92"
"763","5.86"
"764","0.01"
"765","6.48"
"766","5.67"
"767","9.22"
"768","7.8"
"769","2.64"
"770","3.64"
"771","5.34"
"772","1.68"
"773","5.33"
"774","4.91"
"775","8.6"
"776","2.57"
"777","6.77"
"778","1.26"
"779","3.07"
"780","7.37"
"781","3.65"
"782","6.72"
"783","7.92"
"784","6.65"
"785","1.85"
"786","4.98"
"787","5.13"
"788","5.91"
"789","1.75"
"790","3.37"
"791","7.24"
"792","3.71"
"793","0.89"
"794","4.87"
"795","2.82"
"796","0.66"
"797","2.0"
"798","0.96"
"799","1.74"
"800","6.81"
"801","8.43"
"802","0.86"
"803","4.23"
"804","6.05"
"805","3.49"
"806","5.29"
"807","3.82"
"808","6.71"
"809","4.26"
"810","7.88"
"811","3.44"
"812","0.98"
"813","4.99"
"814","7.57"
"815","4.02"
"816","5.14"
"817","6.38"
"818","9.54"
"819","2.54"
"820","3.35"
"821","3.16"
"822","8.41"
"823","0.0"
"824","6.73"
"825","8.61"
"826","1.17"
"827","0.76"
"828","7.93"
"829","7.04"
"830","7.56"
"831","7.94"
"832","3.61"
"833","5.05"
"834","0.63"
"835","6.68"
"836","2.4"
"837","5.41"
"838","4.22"
"839","2.72"
"840","5.45"
"841","0.32"
"842","5.77"
"843","4.37"
"844","4.8"
"845","5.15"
"846","0.36"
"847","7.84"
"848","8.39"
"849","4.57"
"850","2.53"
"851","3.22"
"852","2.63"
"853","5.08"
"854","6.01"
"855","2.9"
"856","2.51"
"857","8.83"
"858","9.49"
"859","2.31"
"860","9.12"
"861","2.86"
"862","1.47"
"863","6.89"
"864","5.05"
"865","2.99"
"866","5.58"
"867","5.77"
"868","6.6"
"869","3.21"
"870","8.42"
"871","2.14"
"872","1.7"
"873","5.89"
"874","3.18"
"875","5.55"
"876","6.01"
"877","4.74"
"878","8.19"
"879","1.68"
"880","3.27"
"881","2.28"
"882","8.07"
"883","9.36"
"884","2.55"
"885","8.05"
"886","9.54"
"887","9.42"
"888","1.7"
"889","6.18"
"890","7.93"
"891","4.76"
"892","6.49"
"893","3.83"
"894","2.15"
"895","2.21"
"896","4.71"
"897","8.16"
"898","6.55"
"899","1.49"
"900","1.66"
"901","0.12"
"902","5.63"
"903","4.21"
"904","3.5"
"905","2.96"
"906","4.35"
"907","5.66"
"908","2.43"
"909","1.4"
"910","9.44"
"911","6.1"
"912","9.21"
"913","4.14"
"914","7.2"
"915","4.84"
"916","8.82"
"917","2.96"
"918","2.43"
"919","2.17"
"920","8.4"
"921","1.47"
"922","0.41"
"923","9.33"
"924","7.78"
"925","4.95"
"926","2.71"
"927","1.86"
"928","7.89"
"929","8.96"
"930","0.79"
"931","8.58"
"932","4.04"
"933","8.14"
"934","3.43"
"935","0.15"
"936","9.36"
"937","2.78"
"938","3.11"
"939","4.79"
"940","3.95"
"941","1.55"
"942","3.78"
"943","2.3"
"944","6.32"
"945","7.24"
"946","6.56"
"947","8.29"
"948","4.89"
"949","9.73"
"950","8.79"
"951","6.64"
"952","2.84"
"953","3.45"
"954","6.33"
"955","5.01"
"956","7.25"
"957","4.76"
"958","3.25"
"959","5.96"
"960","8.01"
"961","7.66"
"962","4.74"
"963","4.49"
"964","2.66"
"965","5.86"
"966","8.57"
"967","5.67"
"968","4.81"
"969","0.51"
"970","0.79"
"971","1.65"
"972","2.22"
"973","0.18"
"974","6.72"
"975","6.4"
"976","3.84"
"977","3.92"
"978","7.09"
"979","5.31"
"980","1.47"
"981","4.61"
"982","9.47"
"983","5.92"
"984","5.61"
"985","9.34"
"986","9.93"
"987","8.29"
"988","8.8"
"989","5.83"
"990","3.69"
"991","8.88"
"992","6.65"
"993","7.51"
"994","8.49"
"995","5.55"
"996","7.33"
"997","9.89"
"998","1.07"
"999","8.6"
"1000","0.37"
